TEXT,Sentiment
Fakt maratha cha nawa khali rajniti  kartu aani maratha samaja  sathi kahi  karay cha nahi  tum hi sattet  aahu na tar daya na tayan la aarakshan,1
jai Maratha,3
Thakare Brand,2
 ch Assududin owesi Parl of parliament,1
hi,2
Kattar jaatiwad karun kay milale shivaji maharajani kadhihi bhedbhav kela nai,1
jay  Maharashtra,3
ekach saheb babasaheb bhimrao ambedkar,2
modi ani yogi  yaan peksha balasahep hinduvtadi hote aj mi owaisi ch bolne yekun mla yaanchi atvan yete ani ata he aste tr haidrabad mde sudha fkt bhagva rahila asta King of Hindustan,1
Na bhuto n bhavishy,2
Shivaji maharaj chya nawane ha baaman bhandan lawtai,2
Raj better than ,2
Sahebana shat shat NAMAN,2
Rajput,2
 zakass ,2
Saheb tumchi khup khup   univ bhaste Maharashtra la tumcha nav sudha fakta rajkarnatunas ghetla jata,2
mar gaya bichaara,1
Great   ,2
bala saheb tumhi dev ahat amchejay shivrayjay maharashtra ,2
"Wagh to wagh ch

Saheb I really miss you",3
Kdkk,3
Kdk,3
Nice,3
Kdk,3
Miss you saheb,2
Nice,3
Kdk,3
Nice,3
Jay Maharashtra,3
Nice,3
superb,3
olny balasaheb,2
 no neta,1
ek no khavath saheb ,3
I  Balasaheb Thackeray we miss u saheb Please parat yaaa ,3
I miss u tiger of hindu bala saheb thakerey,3
No,1
kdk,3
Nice video,3
Nice,3
Kadak,3
saheb ekach waaaaaghh,2
mastach,2
ch saheb balasaheb,2
balasaheb vaagh,3
Balasahebh parat yaa,2
" kch Saheb Bala Saheb 
    
_               ",2
Only bhagva,2
Onkar kadam,2
Saheb,2
ek tha tiger,2
BALASAHEB ,2
Saheb tumchi khup aatvan yete,2
Miss u sahebking cha rahnar tumhi,2
Ek Tha Tiger,2
Saheb tumhi have hota,2
nly and  saheb balasaheb,2
Ekach saheb balasaheb thakare,2
mim zindabad zindabad mim,3
Khup bhari,3
Jai bala shahb jai shiv sena,3
jay balasaheb jai hindustan,3
Ekch saheb babasaheb,3
Ekch saheb babasaheb,3
yekch saheb bala saheb,3
saheb saheb,2
shivsena pramukh maratha vhawa hi shrinchi ichha,3
Balasaheb and raj saheb no Sunte hi josh aa jata hai,3
Lande mahrshtra giltill aani desh giltill punna ASA Manus pahije l miss him ,3
Anyay Karu Naka sahanahi karu naka ani Garaj lagli tr dyach BALKADU,1
Baap baap hota he,3
Ek number saheb,3
tumche wichar ani athwn nehmich sobat aahe aani rahil,3
Only  balasab,2
Maaf karapan mala plz koni tari balasahebanche karya ekatra sangashare karnyasathijai maharashtra ,3
Jay maharasta Jay sev chatrapate,3
fakt sharad pawar saheb,2
Miss u ,2
great leader in India Hindu hrady samrat  jai bhawani jai Shiva ji,3
Jay Shivray,3
tumich tar bhagayachi shan hote thumhala maja manacha mujara,1
only tiger,2
jai maharashtra,3
Hindu che khare dev shivsenapramukh balasaheb thakare udya kahi haramkhor log yana pan dhrma nirpeshvadi tharvinyat kami karanar nahi tase pan shivaji maharaja ani sambhaji maharaja yana hinduvadi nhavate he sangitale jatey matansathi,1
Zindagi bhar aag lagayi jaha gaye yahi kaam kiya kitni maa se aapne bacce cheen gaye aur ab kya hua jana padha na is duniya se ,1
Amir was biggest blunderpeople apprecited himfor social cuause and later his wife tweets about in tolerant Indiaseriously they need people like Saheb,1
Xvibeo,2
Respect karto tumcha pan mala ek baat kalat nahi ashya baat ashya language madhe bolnaryansathi taalya vajtat vaah vaah hote ani ashich baat eka normal samanya mansane keli tar ty ashikshit bindok aai baapane changle sanskar nahi dile ani gallichch bolle jaate ase kaa,1
"Ya sarv celebraties madhe balasahebanbarobar donach shobhale
 nana
 madhuri",1
k dislike kaun heh badhve,1
Hindi me translate bhi karo,2
Nice,3
Only saheb,2
Ek no Saheb,3
Promote capitalism not communism because it is dangerous,2
Bala sahebanchya mule mumbai maharashtrat ahe  Nahitar mumbai gujarat madhe geli asti even maharashtra pn gujrat zala aste  I am not shivsena supporter  but truth is truth  Mg baslo asto   karat ,1
accha bhokta tha,1
Tumhhi gele tari vaghasarkhe miss you baalsaheb thakre,2
Real hindutwa tiger of Indian nation,3
Ekch saheb only and only babasaheb Fakt Hinduch nahi tar dindalitancha garibancha vichar karnare,3
Balasaheb je kahi boltat te talmaline bolat asattyans anyayabaddal phar chid hotite atishay niswarthi hotetyans musalmananbaddal dwesh navhtatyans je kahi khatkat ase tyabaddal hotate satya tech bolat ase parantu te sadetod pananeSatya he nehamich kadu astehech khare,1
I have limited knowledge in Marathi however I strongly believe in balasahib thakeray  Entire Mumbai would have exploited by the infiltrator and outsider if balasahib would not be there in Maharastra only the owner and the owner blood can understand the value of the Home land jai hind jai Maharashtra ,3
this guy is right chalo sab milke bolthe h jai hindustan,3
Bhai kuch bhi kaho lekin Bande me dum tha,3
we need  Bala Saheb  in each state,3
the biggest mistake of Bala saheb thakrey is he never tried to become prime minister,2
hum nahi utarte toh hindu maare jaate that gave goosebumps Tiger Roaring,3
bambai aapse kaampti hai  kaapna hi chahiye  ,2
I imagine he and owasi had a debate and see how this lion roar and eat that goat,3
"Teen Wagh 
Shivaji maharaj
Lokmanya Tilak
Ani Bala saheb Thackeray",2
No hypocrisy no nonsense Sharp and to the point It takes real guts to hold your view,3
I am Muslim but agree he is a great thru man,3
credit must also be given to Rajat Sharma Jitne sawal unhone puche bala saheb ko bina dare utne sawal aur waise sawal bala saheb ko aur koi puchne ki himmat nahi kar sakta tha us zamane me,1
Dango mein Hamara haat nahi pair hai  awesome reply,3
mard Maratha bala saheb is the  man army,3
He Bhagwan please hame BALA SAHEB louta do,3
"be MILITANT wake up HINDUS
HAR HAR MAHADEV",2
What a brave and outspoken man its my sin that I could not be born in Maharashtra to witness this great legend  all the BJP leaders are opportunist and cowards dont have courage to stand up for Hindu rights Balasahebji always stood like a rock even when whole media and whole political parties were against him  this is the definition of TIGER  Love you Balasaheb ji I am your fan from Karnataka ,3
He is not grilled he has grillled  if u r a hindu u should follow him,3
vote k liye juth bolne wale kai neta dekhe par  ye sacha sher hai tha aur rahega,3
in dis interview wat balasaheb thakrey had saidaaj ye baat sab sahi ho rahi hai,3
the greet hindu lione balasaheb thackre,3
"Hindutva ke sachche sipahi balasaheb
Aap ki bahut jarurat haifir se",2
Balasaheb is not a tiger He is a Lion and  we love him,3
maratha marta hai ya marta hai,3
what he is saying is happening today in our countrythere is chaosalso how he has highlighted that media is misusing its powerbaap re how he had foreseen everything so many years backi am in awe,2
"Im a Hindu
Gujju and brahmin is secondary
Im glad that when I visited India I saw him alive
I totally agree with him",2
I like him Evan I am Muslim,3
"Shiv Shana jindabad 
Shiv Shana is great 
Jai hind",2
india needs dictatorship,2
Balsaheb Is the Real Man Who could Lead India What a voice want a personality I saw Suvaschanra Bose In Him,3
ekta tiger  jai maharashtra,3
bal thackeray is excellent we salute him ,3
Balasaheb ThackerayIndias Hero,3
only  for you balasaheb  we miss u from heart please come again,3
"HINDU 

TIGER
 BALA SAHEB",2
Balasahebs fluency in english is so excellent,3
"BalaSaheb  aap tho Supreme Court order ko nahi manta hai kyaAyodhya issue

BalaSaheb  Supreme court ne kaha ki disputed land mein construction mat karo  Humne tho uthar construction nahi destruction kiya hai ",2
he was telling true  mard ka bacha ,3
No other Politician speaks With that sense of Maturity As Balsaheb DidGreat Indian,3
th centurys Shivaji,3
The great Hindu Balasaheb Thakre  RIP,3
"sher sher hota he 

Jay Balasaheb",2
Raj thackarey is a mirror image of balasaheb thackarey ,2
Muje rona a raha itene payre neta dunya chala base,2
blunt honest  truthful and a true nationalist RIP Balasaheb,3
"now shivsena totally changedthey are not on balasaheb track
they need to understand it",2
Damm he knew the future You must know limits,2
har har mahadev,2
i proud of hindu hrdya samrath bala shaheb,2
Hindu Dharm ke protection ke liye full support from uttar pradesh shiv sena aur Uttar Pradesh ka jo bhi problem hai woh intetnal hai aur overpopulation se related hai But Hindu dharm aur India ki ISIS se  protection ke liye  we give our  percent suppirt to you,1
Balasaheb was the only man in country who had guts to say truth about anything he was real patriot in his era he always stood with nation and always apposed antinational things even if all parties media   apposed him  he never thought about party benefits he  was always in favor of nation,3
this man should have been the PM of our country,3
India needed this Man at this moment,3
Hinduruday Samrat Lion of Hindustan,3
hinduhrudayasamrat shri balasaheb thsckray amar raheRespect from Kashmiri Pandit,3
"saheb se shivsena hai 
shivsena se saheb hai

ekach saheb",2
sachhe Hindu I am selut bala Saheb,3
Mumbai will never have a Tiger like this Superman,3
fearless man awesome changed my view about balasaheb,3
I dono how many times i have watched this Still keeps watching whenever Hindutva goes a bit down in my blood to boil it back from the Inspiration of Sarkar,3
You are alive in my heart I will not let you die,2
Saheb was real tiger but u did a big mistake in ur lifeur real image is raj not uddhav,1
Royal  TigerDesh ke yuwaon ko Bala Saheb kaa anusaran karni chahiye,3
"Garv se kaho hum Hindu hai 
Jai hindurashtra ",2
one of the few fearless persons who is not apologetic about being a Hindu,1
hindu cant celebrate der festival but other religion can celebrate der festival,1
sala kuch bhe bol KING admi tha blalasaheb ,3
Why Shiv Sena is not becoming national party  We want them  Shiv Sena has great scope to win atleast  seats in Karnataka Assembly in MangaloreUdupiMadikeriShimoga lot of atrocities on Hindus are happening and BJP not caringCongress enjoying it please those Sainiks from Maharashtra please help us  We want Shiv Sena in Karnataka ,2
 salute to my god,2
asa NETA  poonha hone nahee,3
legendary stuff such a shame that no Hindu of this stature is available in politics today,3
Hindu lion,2
He is no  hindu,1
The real King Maker His absence is felt even more now I wonder who else has the guts to speak ones heart and take a stand without worrying about criticismDr Subramanyam Swamy is definitely an exception,2
Mumbai amchi aahe amchi konachi bapachi nahi,2
why rajat sahama did not ask about hindus riots like kasmiri pandit asam isues and many isuues i hv never see him to tALK ABOUT HINDUS RIOTS,2
who came here without watching Thakre,2
"praud of you this man 
i like bal thakre 
he is one man army for hindu",2
Real Hindu Tiger We miss you sir,3
KYA AAJ Balashaheb  jesa koi nhi hindustan may SIR WE MISS YOU,3
i miss u Balasaheb,3
REAL HERO ,3
"JAY MAHARASHTRA 
JAY SHIVSENA ",2
What balasaheb thackeray said in this interview is  right We all miss u Saheb,3
best interview i have ever seen,3
whatever he is saying is correct  bhagwaan unki atma ko shanti de,3
Brave Bala Thakre He could have done more sustainable developments,3
We need PM in India like Bala Sahab Thakre,3
Salute to the boldness straight forward nature of balasahab,3
good balasaheb sirheads off,3
He is the man who fought for Hindu,3
"we need more more more people like him for our people in each and every state because of the secular politics and proxy war and forced conversions 

In the name of religion some people since its birth for  years  created a bloodiest history of mankind we are the one most targeted in this world millions of our people slaughteredabused thousands of temples destroyed forced conversion polygamy their own law our lands occupied people were thrown out or forcibly converted no belief in other faiths or respect Now in the form of proxy war they are attacking us",2
Real Defination of Real Hindutva  Only Balasaheb ,3
oh man  never seen more straight forward person  He is such a gem,3
Aadmi ho to Aisa  A true man ,3
No one has Guts to speak like him the real situation of india right now alsoafter some yearshats off,3
RIP  BalaSaheb,2
I like this program Now  i can see real nationalist now we have Modi Ji,3
one of the great hindu JAI SHRI RAM,3
mumbaikar always need Balasaheb Thackeray,3
India need more ppl like him,3
He was the best leader I have ever seen He was a real HINDU HRIDAY SAMRAT,3
Jai Ho Bala ji I wish he was alive today I would want him to be our prime minister,3
He was the Man Rightfulfearlesssraightforwardrighteousand rest adjectives for him,3
Tiger of India  we salute you sir,3
Fearless man huge respect,3
come back sirwe need you,3
bala saheb amar rahe,3
a fan from delhi,2
HUGE RESPECT FOR BALASAHAEB THACKERAY,3
shi baat hai,3
lion roared in words,2
INDIA needs Many more people like Him to survive,2
I am from Telangana I like KCR Bal Thackrey Raj Thackrey in Indian Politics,3
Best Hindustani,3
the real tiger of hindumiss u saheb,3
He was real lion Never afraid what ever he thinks speaks the same and never denies what he saidLike todays politician what they said today on next day they denies or say mera aisa matlab nahin tha media ne galat matlab nikala hainHe make lot of people mayormp  He never seen cast in his party thats why in shivsena you never seen castism Once he give word he will complete his wordHe was real hero and live the life like real hero,3
Jay shivsenagood,3
he was great person  I really miss him India really need these kind of persons in crores,3
real tiger of India ,3
"My salute to balasaheb 
He was a gutsy leader told truth without any diplomacy 
Best part I like which still holds truth 
We need at least one dictator cruel government to put the nation back on track ",2
Balasaheb is straight and genuine,3
Sir Balasaheb please come back we need you,3
hero of hindu,3
Real hindu tigerjai hind,3
I really enjoy this video one in a every months coz the balasaheb always think about to hindunism and and in  blast coz of balasaheb we hindu are in mumbai live,3
"Be a militant
Save the dharma",2
"My all time hero Shri Balasaheb thackeray 
Respect from Uttarakhand",2
I have an inclination towards this type of political incorrectness Thats why I like him The secularism of Indian subcontinent is based on Islamic supremacism,3
media ke samne sab reality bataiye waa infront of media jabardast speech,3
AAJ BALASAHEB  HOTE TO HINDURAJ  AATA HI,3
one man army,2
Love and Respect for Bala SahebMillions of Salute to Lion of India Bala SahebAap Amar hai,3
no one can replace himim not from maharashtra,3
lion of India,3
bal thakery je apke bahut jarurat he,3
we r very proud for we have leaders like balasaheb thakrey,3
Balasaheb  true indian,3
hats off to him v need more people like him for bharat,3
"bhosdike asif zaidikaat ke fek denge tujhe 
Jai bhavani Jai shivaji",1
The Real Hindu Tiger,3
Shiv Sena founder is the real real king ,3
"SHRI Balasaheb Thackeray should have been the prime minister of India
The situation we are facing now would have vanished long long time ago
He is a true leaderpatriot and fighter of this country
HUGE HUGE HUGE RESPECT shri balasaheb thackeray",3
He was a TIGER he will be missed forever,3
Raj Thackeray is exactly like him I like him in a strange kind of way because he does make sense though he sounds quite undiplomatic,3
baal thakre zindabad,3
Wow just wow his wit sense of humor confidence level are above the roof Giving answer like a boss and tiger on hunt Level Savage Imagine if he was Dictator of India where this country would have been People call Charlie Sheen Tiger blood but the world does not knows the true Tiger blood lived in India,3
The real brave tiger of india salute,3
True lion of indian politics,3
I am big time fan of balasaheb Mumbai misses him,3
baap adami tha,3
The Immortal Tiger of IndiaJai Hind,3
balasaheb thakere yancha vijay aso,3
MISS U SIRI LOVE YOUR SPEECHESYOUR FAN FROM ANDHRA,3
Inspirational thoughtsSalute to the Heroic Personality,3
The tiger who still lives in hearts of people for some as an inspiration and for some a fear,3
and yes bala shaeb aap prediction bhi correct krte hain yeh aaj ki situation pr suited h,3
Great person of MaharashtraHindirdiyasmarat  one only Balasaheb Thakre,3
really inspiring personality of Mr Bala Saheb  Vry cleared n Brave politician  Lov u Sir n Wil miss u always ,3
I want him in Karnataka,2
balasaheb nai hote toh puri mumbai musalmano ka raaj hota aur mumbai aaj pakistan ban gaya hota,1
 SARKAR,2
he was the real heroi miss youpls come back,3
sab ka baapbalasaheb thackeray,3
Yes we want MILITANT,3
saccha insaan koi dikhawa nhi,3
Inspirational thoughtsSalute to the Heroic Personality,3
we Miss you Balashaeb,2
hero of mumbai he will b always missed tiger  ,3
dont know whether he was really a hindu extremist or media portrayed him in that way  but he had guts to keep his ideology In front of everyone,2
missing u lot sir,2
Great hindu King of the king balsaheb,3
We should like Balasaheb Thackerays philosophy,3
tum jio  saal or us saal ke din ho ,2
i wan to be leader as balasaheb,3
Real Tigerjai hind,3
ekch baap ,3
Great MAN with clear vision We need someone like him today,3
he is real tiger,3
the real tiger of our mumbai,3
"Roaring Of Tiger

Bal Thackeray",2
He was a real tiger,3
balasaheb Muslim ke khilaf nahi the love you saheb,3
the one  only dada we need you miss you so much,3
Wat a dynamic personalityhe isBala sahab,3
i love tht ladywho says balsaheb pe ye arop hainwhos she,3
Real Tiger Of Hindu,3
King of Maharastra  JAY MAHARASTRA,3
mare sena Shiv sena miss u a lot,3
Tiger Thakrey ,3
the ONLY LION born in this century I Adore and bow down in respect to the greatest HINDU ever born,3
What a legend yaarhats off to him,3
balasaheb at his bestselure u real hero,3
love u Balasaheb Thackeray from bangalore,3
"This is first time when I like any video on youtube and give like I am totally agree with Saheb sir
I also want to dictator ship like him
Salute sirsalute Real TIGER",2
i salute this person,3
Tiger saheb,2
thr real tiger a great grand salute,3
really Balasaheb is the hero rajat sharma ko shayad hi kisi ne aisi takkar di hogi,3
kya baat haivery straightforward,3
I fully support shivsena and I really like it this party,3
real Hindu Raja hinducrusader against Islam  against terrorism  Bal Thackeray Zindabad ,3
i know balasaheb thakrey by name but after his interview I salute him good reply to this smartass rajat sharma what should we do if someone killed innocent people everywhere and u find muslim people everywhere this is not coincident  hindu should reply and give correct answer  this rajat sharma has no sense what he do when someone do to his family,3
agar koi Best neta hoo toh BALASHAHEB THACKREY jaisa hoowe miss you sir and you always stay in our heart ,3
Real tiger of all Hindus,3
Great Personmy favorite leader,3
saheb ,2
Balasaheb  love u soooouch Baba    miss u ya lavkar ya please Jay bhavani Jay Shivaji,3
Jai HindJai MaharashtraWe miss you BalasahebWith due respect,3
